"episode_id","title_es","text"
"e11","Luisa María una niña migrante","My name is Luisa María, I was born in Bogotá, Colombia and arrived in Chile about three years ago. Colombia is a very beautiful and very big country. In Colombia there are no marked stations as here. There are cities where it is hot and others where it is very cold. In Bogotá, for example, in a single day it dawns, it's cold. Then a lot of heat, then the wind begins and the rain comes. All this in a single day is weird. On the holidays we went to the pool or the beach. The sea there is warm. My mother is called Flor Alba and my dad Manuel and I have a younger sister named Manuela. We play, I tell you stories and spend a lot of time together. Manuela loves running and climbing, she is very naughty. We decided to come to Chile because my mother was offered to work here. I did not agree to the beginning, but then I liked the idea, knowing a new country. I had never left Colombia. The trip was a different experience, an adventure. I was very nervous. I wondered on the plane, will I have friends there? What will my school be like? When we arrived in Santiago, everything caught my attention. The taxi, the food, the city. We thought the city was ordered compared to Bogotá. But the way of talking about Chileans is very different. I still remember when they told me for the first time, Cachay! I did not understand anything. It was fun. We arrived in winter and it was very strong because we were not accustomed. We had never felt so cold. It was terrible and we cold. Now we learned and warm ourselves a lot for the cold time. And I don't like that. But there is one thing that caught my attention from Chile, the earthquakes. In Colombia there are also, but here they are different. And what catches my attention is that Chileans do not get scared. So there one thinks, they know, they have experience. In my course they received me very well. I liked everything because I met my friends. Julieta, Antonia and Renata. We love drawing. We are the artists of the course. Some children only think of the cell phone or tablet. As I have nothing like that, I spend it reading and I show my friends that reading is not a nightmare. From here I like the charquicán, the nickname with the bitch and the choripán. From Colombia I miss a meal that my grandmother made, which is called the paisa tray. But the celebration that I like most in Chile is 18 because they are like all the celebrations they make in Colombia in one. We go to the fondas, we meet many people and have a great time. What I have done most about Colombia is my family. My cousins, my grandparents, I miss everything. When Christmas we spent together. I like Chile a lot, it's a lovely country. If they gave me the option to return, now I would give me some can as they say here. I got used to it, now I am very happy to live in Chile. Hello, I am Luisa María and I am Colombian and now I live in Chile. And I want to tell all the children to change, to change is good, do not be afraid to change."
"e12","Rodrigo y Cristóbal, niños crianceros","Hello, I am the Rodrigo. And I Cristóbal. We are brothers. We live on lawn, at the foot of the mountain range. Here there are many hills, trees and there is a river called the Illapel River. We are going to bathe there. Water is super frozen because it comes from the mountain range. It is big and sometimes it is blanquita. Once we played in the snow, we did little angels. And we ate toasted flour with snow. It's pretty here. There are many animals. There are pigs, goats, horses. Here are dogs, chickens, cows. And there is something nice. They are called petroglyphs. They are carved stones that our ancestors made to tell their story. How they were, how they got their food, how they did everything. In my grandmother's house there are many. They are beautiful. We live with my mother, my dad and my brother boy. My dad is a criancero. It has many goats. He goes to the mountain range because the grass is more abundant there. The glove is our puppy that helps my dad go looking for goats. A When he moves from one part he goes with the other dogs. My grandparents live in the house. My grandmother Elsa and my grandfather Pedro. Sometimes we played dominoes. And we go to look for firewood. But the Cristóbal does not like to go because it is lazy. Poh energy runs out. The schools are all far away and we have to get up very early. In Los Perales we go to a multigrade school. We are 12 colleagues. The Emilia, the Ignacia, the Nibaldo, the Rubén and the Richard. José, Simon, Miguel, Marcos and Ricky. Our teacher is called Priscila. She is very nice and always teaches us that we must greet and be educated. We play several things at recess. Taca-Taca and then we go to the rope and then we go to the ball in the long recess. I like Sanchez plays in our selection and won a golden ball. I understood myself. All the people where I live all to the Cordillera de Argentina. A party is called transhumance. We make fires to put cups to take eleven and at night we saw the stars and are usually very beautiful. We take out the milk. What we need for cheese is a mold, we stirred it, we put rennet and salt. We spend the whole summer in the mountain range. We play many things. We play that we are crianance, right? And we sell the cheeses. When I great, I want to be a criancero because almost my whole family was like that. My grandmother is a criancera, my grandfather, there almost all the people are a criancera. After March we return to the house. And the goats also return, but until the next climb to the mountain range. Hello, my name is Rodrigo. And I Cristóbal. We live on the feet of the mountain range. There it is, in a place that is valley, it is very beautiful, there is a river, the oil must be taken care of and not touching them and not taking them."
"e13","Lala, una niña magallánica","Hello, my name is Adelaida and they tell me Lala. I live in Punta Arenas, a city that is at the southern end of Chile. There are many sculptures, the sheep, the whale tail and the most important, the Indian's leg. The legend says that if you kiss him, he gives you good luck and returns to Punta Arenas. It is cold here. And my grandmother, I tell her Beli, says that the sun is as an ornament because she almost never heats up. Sometimes there is a lot, a lot of wind. And that's why in the corners there are railings to affirm themselves because the smallest or thinner people can fly. Once my feet got up, I almost flew, it was a lot of fun. I live with my mother, my brother Lucas and my clotary kitten. Almost every day and when the sea is calm like a cup of tea, I can see many dolphins from my window. They jump and play and sometimes very close to the shore. My dad is a sculptor, made the whale tail and also a restorative. He has repaired several monuments such as the sheep is very large and beautiful. My dad does not live with us, but I love to visit him and go for a walk in our twelve wheels. It is entertaining. I also spend a lot of time with my beli. She does several things. Looms, bags, paint. She is a great artisan. And several times we have acted together in a work called Kre'chenen, which means in Selknam ""grabbed of the moon"". He tells a sad story of how the original peoples were not respected that inhabited these lands and that is why it almost no longer exists. And that's really sad. I love making crafts. I made a house to my clatplay with a cardboard box that has three floors and above is his bed. He has scratched the entire bath curtain. Here in winter a few days snow falls and with my mother I like to go to María Bethy park because there is a lagoon that sometimes freezes. We go with my Trini cousin, but since we don't have ice skates we slide with bags or tires. Here in Punta Arenas every year, in July or August, we celebrated the winteries. Many people gather, more than 3,000 people and after singing the national anthem we run to the sea, which is super ice cream. The murgas and comparsas are also presented, which are groups with very happy and colorful themes. They disguise themselves, make allegorical cars and compete for being chosen the best. This year we participated in the murga fantasies and stories of Magallanes and we were pirates. I had a hat, long boots and a sword. And it was above the ship, which wore thousands and thousands of balloons with the colors of the Magellan flag. I love living here in Punta Arenas. There are many traditions, my city is very beautiful. We live in harmony with beautiful nature and share a lot in family. Hello, my name is Adelaida and I live in Punta Arenas. I want to tell you that I think not everything is garbage. That recycle the bottles they have in the house and that we help recycle to take care of the planet."
"e14","Cristofer, un niño Pehuenche","Hi, my name is Cristofer, I live in the community of Cauñicu, in Alto Bío Bío. We are Pehuenches. Pehuenche means Araucaria and Che means person. My house is near the mountain range and next to a river called Cawelloco and a volcano called Lavablanca. I live with my dad, my mom, with my grandmother and I tell him Mama Lisa. I have two dogs, the lynch and the Max. Before we had four cats and got into the stove and stole Charqui. And so we had to stay with two, Nahuel and Heidi, which is my gift. When I arrive from school I like playing with my computer and when my nephew comes we played trees and had a great time. I also like to accompany my grandmother who lives next to me. I help you picar firewood, give food to horses and accompany her when she is sad. She tells me that we have to keep the Pehuenche and Chedungun tongue. I know how to speak the Chedungun and tell up to ten. Kiñe, Epu, Kula, Meli, Kechu, Kayu, Reqle, Pura, Aylla, Mari. My grandmother tells me stories like the story of the man who became León. It was a man who fled to a cave and only ate rabbit. Then he realized that he was growing his hair a lot and became a lion. In the winter it falls a lot of snow and is cold and I like to play in the snow. We make snow monkeys and throw ourselves with snow balls. And we also prepare ice cream and mix the snow with juice. Outside my grandmother's house there is a climb and we throw ourselves with nylon down. Once we threw ourselves and go so fast that we collided with a tree. He was entertaining, but I hit my head. My mom put me Llantén, which is a sheet that has a juice to heal the chichones. In spring they come out digueñes, which are a fungus that come out in trees. To get them we throw a stick or make an invention. We eat the digueñes in a salad we put coriander and a lot of lemon. It is super rich. In April we are going to look for pine nuts. The pine nuts are the fruits of the Araucaria. Araucaria is the most sacred tree in our people. Before the pinions were almost the only food ate the Pehuenches. When we enter the pine shop we have to leave them an offering of thanks. It can be food, some fruit or money. To get the pinions, my dad has to get on top of the Araucaria and move the branch to lower the pine nuts. With the pinion the Chaved is done, which is like a soup. The catuto is the pinion, but ground. And the vulpi that are the cooked pine nuts. Twice a year, the ceremony called the Traguan is celebrated, which means in Chedungún Hand. It is a rogative where we ask Chao'ngenechen, who is our God, to be a good year. Adults touch the Kultrún, which is a drum that is made of leather and wood. I participate dancing. We are dressed in a charahuilla, which is like pants. We are painted from the nose. We put on the cascahuillas, which are like rattles. And the blanket, and the scarf and some feathers. We turn around the flags. And I feel alive when I dance. I want to be, when great, a doctor because when a family who is sick, I want to help him. And if there is no cure, I want my grandmother to teach me traditional medicines. Being Pehuenche is an honor. It is very important to follow the betrayals. Hello, I am Cristofer, a Pehuenche child and I want to send a message to the children who do not forget their language, their language, nature."
"e15","Emilia, una niña de Arica","Hi, I'm Emilia and I live in Arica. My house is close to Chinchorro Beach. And in summer I always go to the beach. Some time ago I was in surf classes. I got in living water in my leg and it hurt a lot and they already chopped twice. Before I went to walk in kayak with my dad or with my tata. We have seen turtles swimming. When we were paddling, the turtles passed and took their heads. I love the city because it is very pretty. It has a beach and is not very large. I can eat very rich fruits such as passion fruit, as Maracuyá is said, which is very rich and acidic. I like to eat the chicken spicy my mother and the stuffed aji that my dad prepares. He is super rich and is not so spicy. I live with my mother, with Fran, my mother's husband, with my brother Julian, with my brother Javier and with my puppy Bruno. My mom is an archaeologist and studies the things that people used here a long time ago. I love going to the Azapa Museum because it has the Chinchorro mummies. They are the oldest mummies in the world. I am in a basic third and I like to sing and skate. But what I like most is to dance. My mom and I are dancers and we rehearse every Sunday. My dad is a musician and we prepare to dance in the Carnival that is called with the force of the sun. Carnival is very large and many people from other cities and countries come. The carnival lasts three days and every day we change the dresses. This year we wear an orange dress with green water, purple with gold and white with gold. It is also a competition in which all the troupes compete for a prize. My comparsa is called Carnival Tomb. In our troupe we are more than 200 people. The costumes do the seamstress of the group and poor thing because it has to make hundreds of dress. There are dancers, dancers, figurines and musicians. We dance Tumbe style. Very nice and fun and dance like this. When we dance we carry our hands free to take the skirt and move it. The Tumbe is a style that comes from Africa. A long time ago they brought African people who forced her to work in the field. They were called slaves but luckily there are no more slaves. The musicians play Chekeré, the Güiro, the bells, the repique and the drum. With my mom we made a Shekeré with a dry pumpkin, with a rope and balls to make wooden bracelets. Before the Carnival we get together in the Plaza Brazil to prepare. Each comparsa chooses a queen or ñusta. She carries a crown. During the Carnival we dance in different places in Arica. Sometimes in the morning, sometimes in the afternoon and sometimes at night. Some days we end very late. I don't get nervous because I started to dance from a very young age. I was about two years old. I get happy and excited when people applaud us. In the end, when we pass through the jury they put points for costumes, dance and music. When they told me we won, I was very happy and excited. I would like to participate next year and for many more years. And I would like to do the Ñusta of the Comparsa. Hello, I'm Emilia. I invite you to the carnival that is very beautiful, that many people from other cities and countries come. If they come, they will have a great time. Bye bye."
"e16","Flavio, un niño chilote","Hello, my name is Flavio and I live on the island of Añihue, in Chiloé. Añihue means place of blue birds. Here I live with my dad, my mother and my grandfather Nano who have a house next door. We have three dogs, a chicken called Catrina and a pig called José. My mom calls him to give him food. On the island we live as 100 people. As there are few children, I have to go to a school on the Great Island of Chiloé. Sunday happens to search by boat and takes me to school to the boarding school of Quicavi. And there it spent the whole week. Every day we have class until 4 in the afternoon and then we are going to play football to the gym. When we go to bed we are talking, playing or doing anything. Fridays happens to look for a boat to take us home. The boat passes through several places before arriving in Añihue and leaves me in the middle of the island where my mother is waiting for me. There we go in a truck to the house. I like to draw or make boat models. I am learning to navigate and sometimes my dad lends me the helm and I like that. My dad works by building and repairing boats. It is difficult to make boats. A large boat takes about 8 months. The boat is thrown into the water and we make an acceleration. It's like a minga. They come from another person and drag it until the water arrives and floats. We prepare a lamb roast. The boat owners come. He is super entertaining. Other children come and we play music. The island of Añihue is very pretty. At night with the full moon from my house you see a shine in the sea. They are fishes. With my dad we went fishing in boat. We throw a network and stick to the sea blast so that the fish are frightened and they go slowly towards the network. We take róbalos, pejerreyes and salmon. My mother dries fish. I helped my mother take the fish and hang them. It takes them to a stove, light fire and dry them with smoke. In my house there are many chickens. My mom uses them to make casseroles. It is my favorite food and my mother is very rich. I also like to visit my grandfather. My grandfather has land, animals and cultivates potatoes. The potatoes are very rich and have different colors. There are white, red and yellow potatoes. He tells me history we talked things that happened to him before. Chiloé is an island with a lot of nature, what I like most of here is the sea. When I would like to be a naval architect. Naval architects draw or make the plans of boats, ships or barges. After studying I would like to continue living the island because it is very nice and calm. Hello, my name is Flávio Renín, I live on Añihue Island. My dad works by making boats, my mother is water operator. And when I would like to be a naval architect."
"e17","Panchita, una niña de circo","Hi, I'm Panchita, I'm 9 years old and I'm a circus girl. This is my family's circus, here we all work, my mother my dad and my sister Javiera, my brother Benjamín, my sister Emily. Also in the circus is my uncle, there are my cousins, there is my grandmother Sole that she is now the owner of the circus because my grandfather has already died and went to the sky. That was very sad because my grandfather is no longer there and I know that he is accompanying us in the function. And they are my dogs Tequila and Tichi, they are very playful because what they like to do is howl. And my sister Emily is very funny because she disguises George and she likes it a lot. The circus is something that exists for a long time. Before we had animals in the circus for numbers but now not because people didn't like it very much, because they were locked, they were caged. The circus is itinerant, we are always changing from the city to do the functions. And we have been in Viña, in Chillán, in Talca, in Santiago and many more. And as we travel a lot we live in a rolling house, it is the same as a house no more than wheel, it has a bathroom, it has a bed, it has tele, kitchen and everything like a house. I like to sleep with my grandmother in the rolling house, her bed is very large and we always laughed and ate many sweets. As we always changed it, I go to school in a different way. I always have a school and new friends. But I think so and maybe when I'm going to see them again. Then they give me their WhatsApp and there I keep talking to you and there I do much more friends. Our circus has a very large blue tent. It has white ornaments with red, has colored flags and is very nice. And the most beautiful thing is when the lights turn on and looks very beautiful. Sometimes with my mother we went out to propaganda from the circus. We are touring all the streets in a car and the propaganda says thus come children today to Miquel Circus!. In the circus we all do everything. We sell churros, cotton of sugar, take pictures to the public and then you are an artist. In my family we are all artists. My sister Javiera who makes the balance on the tightrope and is very dry and brother Benjamin who is a clown, the Mimín clown and in the elastic bed jumps very high. But what I like most about the show is my dad with my mother, they make the double pendulum of death. And what I like most of everything is when my dad plays a mask and is completely blind. And it gives me a little scary, but I know that they know fed up and I know that they are the best. And I am a contortionist and that means that I can bend my body. I stretch back and grab a flower with my mouth. And nothing hurts me, I look even like a gum and every function that already touches me as I do not know, just as happy, a little nervous is that I don't know how to explain it. I really like being circus and following my family's tradition. I also feel that my grandfather is always with us, so when my presentation ends I always send a little kiss to heaven. Hi, I'm Panchita and I want to tell you that the bigger I will continue to be the circus and that I want to tell you to come to the circus because the circus is good and they will make it laugh and do not miss and come."
"e18","Ignacia, una niña artista","Hello, my name is Ignacia, I am 9 years old and I live in Puente'alto. Here you can see in the Andes mountain range and in winter after the rains it is very blanquita full of snow. I live with my grandmother Alicia, with my dad Jonel and my mother Raquel. She makes me leafs from Parra and I love them, they are my favorites. My dad invents words, Mrs. Moronga tells me with a mango flavor, it is the richest flavor of a sweeter girl. I have myelomeningocele and I find it hard to walk, this means that when I was closing my column, the ball was made. When before birth I couldn't leave so they operated my mother. When I left I got beautiful, my mother always tells me. That's why I feel very special. When I was younger, I cost me walking. Well my legs didn't have much strength. Now I can do it. Sometimes I get tired and I can't walk much, so my mother takes me to school with a wheelchair. I can do many things I alone and others need help like climbing stairs. I have a cat and a dog. The Stevens plays with me, I put the thread and follow me everywhere. The Purple has 2. I put that name for my favorite color. Purple eats everything, alfajores is their favorite food. On weekends we went for a walk with the Purple and it is very brave, bricks the big dogs. It makes me laugh because he is very small. I love painting, I always draw Purple, it's my model. I painted it in a famous picture, the shout, I was very beautiful. We made an exhibition and they all saw the painting, it was great. As a child I went to the Telethon, there I have several friends, I have Alicia, Cristóbal, the tasting and play with all of them. Really enjoyed it. There I do several therapies that help me move to my body better, such as the tasting that does different exercises. I exercise with a bicycle, I have to move with my arms. It's hard. I also go to the archery workshop, it is a sport where you have to throw a fair arrow just in the center, sometimes it stuck. On Fridays I exercise with horses, there this Pepe, the star and the gringa and my favorite is midnight, it is black and has the white legs. My teacher's Diego taught me to raise my arms without falling. I like to walk above the horse, I think horses help children. That's why they are calm with us. Once I went to the final show of the Telethon. I was full, I felt excited but very nervous. Then they applauded me and I was very happy. I have many dreams when it's big. I would like to be scientific, I would like to find Tutankhamun's DNA. In my house I always do experiments, I mix agüita, brillitos and makeup. It is very arrested. I know there are things I can do and others that I don't, but I don't care. I know that I will fulfill my dreams. Hello, my name is Ignacia and I am 9 years old, I have myelomeningocele and this is not a disease just a condition. I want to tell the children with myelomeningocele that we are beautiful and that we accept ourselves."
"e19","Jorge y la fiesta de la Tirana","Hi, I'm Jorge and I am 10 years old and I live in northern Chile. I live in the city of Iquique, it is very beautiful. Here always is hot and it almost never rains. There is the best beach in Iquique, Cavancha, is my favorite. It has white sand and few waves. I swim so much that I get wrinkled. I like to go to Paseo Cavancha, there is a large sign that Iquique says. And in the summer there is a fair with many entertaining things. In the center of Iquique there are many beautiful walks. There is Prat Plaza, where there is a super big watch and there are always parades and parades. There is a train car that is super old and super entertaining, but it is super slow. Here in Iquique there is a museum ship, it is in the port called the corvet'esmeralda. There are several things from Iquique's naval combat what happened many years ago. And where our hero Arturo Prat gave his life. From the market you can see the buoy where the emerald is sunk. I live with my mother named Jessica, my dad named Jorge, and the voucher is my sister. I also have a very, very different pet from any other. It's the Wallace, my chick. My sister did it, that is, he did an experiment at school. They put the eggs in an incubator and my sister gave it to me. I want it and I take great care. He is small, he has about 8 months. Sleep in the living room in a cardboard box. I give corn, but he doesn't like him, in the end I ended up eating it. The Wallace eats cherries, aybas and cookies and also likes to eat chicken, is a cannibal. I do many entertaining things, I like swimming, chess and a lot of ping pong. I am practicing to go to a championship to Lima. I am super anxious and happy because I have never traveled by plane. Inside Iquique there are several villages. Among them is the mother where they were my grandparents who already died, they were Quechua and I am super proud of being Quechua. I like to go to Mamiña because there are many farms where I can find several animals, for example chanches, cows, horses, guanacos. A little further is the town of La Tirana. There, people live a few people but every year a very big party is made, the Tirana party. There are many dances, diabladas, brunette, daring, tinkus, everyone dance with beautiful costumes. And I am a dancer, we do the Sambos dance of Our Lady of Carmen. We dance seven days, that's why I have 4 different costumes that have glitters, sequins and boots. The boots have bells to mark the step. And a whip that moves like this. There practicing and practicing we rehearse the dance and make many presentations. At the Tirana party we celebrate the Chinita, we tell the Virgen del Carmen. The legend says that it was an Inca princess named Ñusta Huillac and ordered to kill the Spaniards but one day he fell in love with a Portuguese and turned to Catholic. As everyone knew that she was bad they didn't believe her so they killed her the same. A lot of people comes to the Tirana party, but many people. People from many places from Chile and other countries come. One asks the Chinita, for the family for health and for friends. I have the promise my chinita and that is that I will never stop coming to dance at your party and it is a promise that I am going to fulfill. Hi, my name is Jorge and I am 10 years old and saw in the city of Iquique. I invite you to come here to Iquique and the Peoples of the Interior. My dream is that when I want to be a ping pong player and represent Chile in the Olympics and win a gold medal."
"e20","Florencia, una niña de Valparaíso","Hello my name is Florence I am 8 years old and I live in the city of Valparaíso. Valparaíso is a port where large ships come from far away. It is a very beautiful place, there are beaches, squares and many very catchy hills. In some viewpoints there are some binoculars, you have to put a coin and you can see the sea the ships or the people, it is super pretty that. Here are super entertaining things called elevators. The elevators serve you not to get tired and to get to the hills faster. There is the Holy Spirit, the mountain range and in the artillery. I live on the Playa Ancha hill. We always occupy the elevator May 21. Here I live with my Papi Félix and with my mommy Jimena. I also have a kitten called Matthew, he is super small and is super gift. We almost always sleep together. With my mom we love to go to the Pedro'montt artisanal fair, there are natural juices, toys, hoops, things for cell phones and stickers and I love stickers very much. In my piece I have many stickers there are some trees as if they were mandalas and some people. In my house there are many stickers, it is like a collection of stickers that we have in our house. I also like to paint my nails and get hairstyles. One day my mother left me in the summer to paint my pink hair, it was super great. I love to dance K-pop, music is very moved. I like them a lot, but a lot of wallets. I have a whole red and a transparent with silver shin. The wallets are super beautiful. But what I like to do most is play football. Here in Valparaíso there are many hills and we always have to run a lot because the ball always goes down. And one day the ball went to the street and then a car almost ran it. My dad and I are Wanderers fans. The Wanderers, is the Buenos Aires team, and I have my own shirt that is green with white. S A N, San, Santiago Wanderers de Valparaíso. The best thing is that I am in a football academy called the galaxies. We all play boys and girls. In last year we won a championship and gave us a drink, it was super great and exciting. In Valparaíso there are several very beautiful parties. In the new year they throw fireworks on the sea and there are people who bring tents to see them closer or to look for a place. Many people from all over the world come. For the Holy Week, Judas burns in all the hills of Valparaíso. In the Waddington square a large monkey is made about 3 meters I believe and puts old clothes and then burns. But there is one thing I don't like, it is that the walls rayen, because when a person wants that place a lot you have to take care of it. Valparaíso is a super pretty place and I am super but super proud of being a Buenos Aires. Hello my name is Florence, I am 8 years old and I live in the city of Valparaíso. I want to send a message to girls and boys, who do not give up and keep their dreams at whatever it costs."
"e21","Tomás y la fiesta de la Pampilla","Hi, I'm Tomás, I am 8 years old and I live in the Coquimbo region. We live in a place called El Canelo. In a hill where there are many cacti and stones of different shapes and sizes, there are great good. There we are going to climb with my friends the Nanito, the Aaron, the Maxi and the Ian. We throw a pust called magnesium so that the hands do not slip. There is a place where there is a dog cemetery. Always with my friends we are going to remember the dead animals what are in the cemetery. Leono, the Tortuguin and the doggie who died many years ago. My house is in charge of the Pacific Ocean. My dad with my mother did the house. My bed is very high and I have to climb a staircase. We have a very surprising place and a viewpoint where you see the whole sea well. And at night we can see the stars very close and it is Bacán. Here I live with my mother Loreto and Gerardo my dad, my uncle José and my brothers El Kevin and La Zanca. And sometimes my Tata Roxana comes and makes us very rich threads. She lives in Guanaqueros and makes the best cheese shrimp empanadas. I love her. With the zanca we always play the caught on the hill or at home and sometimes we study together mathematics or language. And the Kevin teaches me to rap that they are phrases with rhymes like that, ""I am Tomás alive on the way to the sea that led a friend who live here. And I also live with my pets the Panki and the cinnamon, the Scar and the Joaquin. Sometimes I communicate with her even if I don't understand me. With my parents I like to talk a lot and my dad explains to me the meaning of some words that I do not know. And my mother helps me to do mathematics tasks because she is very dry. I love my school, I have colleagues from other countries, from Ecuador, Colombia, Dominican. I have a friend who comes from Venezuela named Annabelle, but we say Anna. In recess we sometimes exchanged the collation. And with my friends we played the Bolitas and I have many. These are called a meteorite, they get on the floor and throw themselves, wins the one who crashes them. I am half dry. Here in Coquimbo a very traditional party is made. It is the largest in Chile, the party of the pampilla. It is called that because it is done in a dry place with a lot of land. It is done in September to celebrate Chile Independence. We are going to stay there every day of the party. There we arrive and mark the ground and make a carpita with mesh, mattresses, kitchen. And most importantly, the parilla. There are roasts of meat, chicken or anticuchos, which are fierritos that carry onion, meat, chicken and sausage. When my cousins ​​arrive, we prepare the volantines, which are some squares of paper or plastic, we put them in the thread and the wind takes them well. There is a scenario with a show, they sell crafts and apples confined. There are many games and many competitions. Like the bailed stick, the emboque, the race of the sack and the one I like the most, is to catch the pig. The Pampilla party is very entertaining, we have a great time, it is a tradition of the Coquimbanos and I when I will come with my family and I will assume that tradition. Hi, I'm Tomás and I live in the Canelo sector. And I wanted to say a bush that is in danger of extinction is the Lucumillo. Let's help the world to be someone better."
"e22","Ariadna, una niña venezolana en Chile","Hello my name is Ariana I am 10 years old and I come from Venezuela. He lived in a place called Maracay in Venezuela. My country is a beauty, I want it too much. It is very hot full of flowers, many beautiful trees and plants. There is a flower that I like a lot, the orchid, which is the national flower of Venezuela. I really like going to the beach in Venezuela. My uncle had a bus and it was a walk to which the whole family was going. When we were arriving, we were ready to bathe them. We were running to the sea, the sand is very hot so much that we burned our feet. Water is super delicious and crystalline. In Venezuela there is a lot of vegetation and where my grandparents live behind the house there was a forest and food in abundance because they planted Jojoto that is the corn and avocado that is the avocado. The avocado is different, there it was bigger and salted. I ate it from one. Here in Chile I have to put a little salt but I like it. As Venezuela is going through economic problems many people have had to emigrate to other countries. When my dad told me that we were going to live in Chile I thought it was in another continent and I was very afraid because I thought they spoke another language that was like China. But then my dad explained to me where I was and I felt more relieved. In Venezuela my grandparents stayed my cousins, my uncle and Manolo, my puppy. As I say, without my family I am nothing. I arrived in Chile at night. I had never seen the mountain full of snow. What I did not like was the Smog. Santiago is very different from Venezuela, there we have a warm climate but a rich heat not as here that makes intense heat. While winter is too cold. I use like five blankets on top. I live with my mother, my dad, my minor sister Ivana, my older sister Nazareth, her boyfriend José Ramón and my uncle Charly. It entertains me a lot to do things with my family. I like to cook and make cakes with my uncle. With Ivana play with the barbies and sew you dresses with stockings and clothes that we no longer wear. Once I went to Valparaíso but when touching the water with my feet I almost froze. I didn't like water so much. It was rare to reach my school because it was all new. I was very nervous but I was lucky that it touched me with a teacher named Johana just like my mother. I have friends from different countries, Noelia de Ecuador, Sabrina and Santiago de Venezuela and Fernanda and Camila de Chile. They love Venezuelan sweets. Once he took the class, the whole course asked me to give them a little bit. And I am in the José Antonio Abreu Children's Orchestra. I've been playing the violin for two years. In the orchestra there are many instruments, the violin, the transverse flute, the oboe, the viola, the Chelo and the percussion. We play different songs like Estrellita, When K'saints'go'Marcing'in and all together. The good thing is that being here we get together with other Venezuelans, we do things from our country. My little sister is in a dance group called Dance We are Venezuela. They dance the joropo and the drum that are the typical dances of Venezuela. The one I like the most is the drum, it is super fine, you can dance as you want. The woman moves the waist and the man has to chase her. I want to dance and dance. Here many migrants have arrived in Chile and many of them are Venezuelans. I feel that leaving our country is hard because you never get used to completely. I would like my Chilean life and my Venezuelan life to come together. May my life be as before but not so before is a difficult dream, but I don't think it's an impossible dream. Hello my name is Ariadna, I am 10 years old. I am from Venezuela and I am seeing here in Chile. For people who are arriving in Chile or other countries far that at first he was afraid, he has faith in God. Have your head up and always follow your most impossible dreams in this life."
"e23","Lienant, un niño mapuche choyke","Mari Mari, Lienantu Melin Pingen Ta Inche, I live in Temuco Region of La Araucanía. We live in the city of Temuco and sometimes in the countryside towards the coast, in two parts. I am Mapuche, and Lienant in Mapudungpun means luminous sun. In Temuco it rains a lot. I like the rain but I find it that you can't go out to play. And I live with my mother is called Jeanette, with my dad Miguel and with my two Ampui Malén sisters, which means a girl's spirit and the quinturay that means in search of a flower. I also have a bunny, the cucumber, which is white that always starts and likes to make it a lot of love. And myumiau is my sister's kitten and sometimes they come together to play and run throughout the patio. With my chachai, I like going out to play ball. With my mom I like it when we go out to buy, I like to give it chocolates and then we eat them all together. But the most bacán is to play the pillow war, one takes the pillow very firm and we do not hit. They always win. The field is very great I like everything. Sometimes I'm going to Rali Pitra, where my Laku is my paternal grandfather. My kuku, paternal grandmother recently died. Sometimes I'm going to Rangintu'lewfu where my Chedki and my chuchu, they are my maternal grandparents. There are fed up animals, Sañwe Chancho, Kawellu Horse, Uficha Ovejas, Trewa Dogs. And one can go out to eat for free, such as Moras, Digueñes and Chupones. The pacifiers are a black and white length fruit. But what I like most are raspberries, they are exquisite. In the field it is a little more cold, but I don't feel it because one does many things, how to get the animals, walk on horseback and help fix fences. In Rali Pitra, we have a stove and above there is a hole, so that it goes to the smoke that is where the kitchen is. The Ruca is the Mapuche house and my grandfather made it with my uncle Chacha. I like to visit my Chuchu Irma. I helped him bring firewood and sometimes pantrucas. They are leaving it and I'm throwing them into the pot. We live in Lory'lof, by Rali Pitra and Rangintu'lewfu. There my grandparents are Loncos. Crazy means head and leader of a lof. The Nguillatún is done in the late spring and we do it so that there are good harvests, so that it rains and the pasture grows for animals, give life to the earth. There we make an offering to the earth and we all share. In each Mapuche ceremony the Choique is made, which is a Mapuche dance. The blanket or makuñ is used, the trailonco in the head is tied with a knot and gray, black or coffees are placed. While they touch the Kultrún, the Pifilca, the Trutruca and the Kull'kull. And it sounds like this. I really like our traditions, I want to always follow them and teach Mapudungún and Pallin to other children. I feel proud to be Mapuche because we are a unique town. Hello brothers and sisters, grandparents and grandmothers. He invited them to take care of our land and maintain our language that is the Mapudungún."
